# All selected users with their review requirements (ADJUSTED TO 30K)
# Format: USER_ID\tCATEGORIES (category:reviews, ...)
======================================================================
AE22CFXT3QZKUQJORVTGL3VQXAAA	Clothing_Shoes_and_Jewelry:1, Video_Games:2
AE5HIL3BKDOSJ4BIQJNPVUG3VBZQ	Clothing_Shoes_and_Jewelry:4, Software:2
AE5IBNIQHCNQ5O6SMXEGEPQBNGIQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE5IJJLTZNPVFM7RPM3RXU3QDADA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5IMGWRBJA7JQFBQTBK25HDYGVA	All_Beauty:12, Health_and_Personal_Care:22
AE5ISMNAHR2LESOXZYEJTTPRZXNQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE5IUD6DWTWKI46RIBYZB6H2EDAQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE5IVSJ7JFNKAI5Y6UXSENPLF53A	Clothing_Shoes_and_Jewelry:1, Software:1
AE5J2V4IXO4KGDEULO7IYTMKG43Q	Video_Games:1, Software:1
AE5KEHJRHDWQNOLI2U4W6JJOYIFA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5KI4PZVCXTCX2HWM5MZQKIED6A	Clothing_Shoes_and_Jewelry:1, Software:1
AE5KMGP4ZXV75CCD5XLGG7K4MM7Q	Clothing_Shoes_and_Jewelry:2, Software:3
AE5LTT322JJKPDGGF5SITHSSIBFA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5M7EOXOB7WSKTWG2WT2B66UCUA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5MI3KUJHD7V3NFANGCQJSOBVXA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5MNB5OANXA3ABDK5MV4JGKQX7Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5N5PAV5ARTEU6KECDJ45RZAMYA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5NBPMY2RZ62XGGWUS3YVMMDN5A	Clothing_Shoes_and_Jewelry:1, Software:1
AE5NIVJOCCS6XPNOTPZBZRI4VVVQ	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AE5NL2CCHI2JLN2OHFGQW7OAN5AQ	Clothing_Shoes_and_Jewelry:1, Video_Games:4
AE5OGXXXH2B2FLDMGBMJGYD57YCA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5OYFIINJZ5UCBWYPF4FHLYNFUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5P7FXNNJG3SUQ6B7ES4DNLJ35A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5PN2W5HTS6CKGTJKNP7GNAWLOQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE5RASPGBWQ5DHNREVSPUBCZPS4A	Software:1
AE5RBC6A5L74YC7NXEXR7JIXIH6A	Clothing_Shoes_and_Jewelry:1, Appliances:6
AE5RETAPAP2D3CGOZA7SPQXJC2FQ	Clothing_Shoes_and_Jewelry:2, Software:1
AE5RSP6B4PCXOL2FW6HQOAFRZZDA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5RVR2TRXSPQCOQKMOVZX4T3K6A	Clothing_Shoes_and_Jewelry:1, Software:1
AE5SURCPZQ3AVAM32K3W3GDIT25Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE5T4BA3WBACNSOSI76EBI5IKCAA	Clothing_Shoes_and_Jewelry:4, Software:2
AE5T5QMJMOA3LORCZCTLLHGX526A	Clothing_Shoes_and_Jewelry:1, Software:3
AE5TBBOSXL5FRZTZJPTYNDXBKYFQ	Clothing_Shoes_and_Jewelry:2, Software:3
AE5UUBPDQX4MRFFDW7D3IKHQYIEQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5VAVPRMYMS2W3JAS5GLM5MPQWQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE5VPKX64CVOPH6X75C7EQXAIGLA	Clothing_Shoes_and_Jewelry:2, Software:1, Appliances:4
AE5VRW7UBKCUYSYEP3GA4ZRO2OYA	Clothing_Shoes_and_Jewelry:3, Software:4
AE5WO2DIUMOK3VTVSIGLCYLCN46A	Clothing_Shoes_and_Jewelry:1, Appliances:6
AE5WZATPVKPCKUEHKPWN72IMI4CA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5XCSYVNMFNDDKZCDSQFEPH3QHA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5XENZRRM4FW4IY4KL4YUNSNJCA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5XJCFOXMI56CDHME5AIVEUDOQQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE5Y3JX3U4MRKU35CDWY7WWZCV2Q	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AE5YGSWQJFOVOQBX7TVX3GYBPIGQ	All_Beauty:12, Clothing_Shoes_and_Jewelry:1
AE5Z4UN4R6MAZDGVVIXDEDQFPQHA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5Z74MHY7ZUSUO2KCARLIWN7JJA	Clothing_Shoes_and_Jewelry:1, Software:1
AE5ZFSK5FP4ROMOG7OD5QDQXUSJA	Clothing_Shoes_and_Jewelry:4, Video_Games:1
AE634KHYCJKDU6G6WBFHGJXLMUIA	Clothing_Shoes_and_Jewelry:1, Software:1
AE63AXIWLE5QOYELNZYJYVPDI7VQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE63CW325CFBK6PIBVCEUBJYQHPQ	Clothing_Shoes_and_Jewelry:1, Appliances:6
AE63IHRJZOLA4I3W7H5XMQKDDKEA	Clothing_Shoes_and_Jewelry:1, Software:3
AE63OHI7YSNV4SPQEZ5VSFZSOKXA	Video_Games:1, Software:1
AE63P2ZS26A56VPRDVYWYM4CLGSA	Clothing_Shoes_and_Jewelry:1, Software:1
AE64D6X7DX4OFSDPUSLMMOICKUGA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE64JYRJTKFWT5KK7WQWO25C7VLQ	Clothing_Shoes_and_Jewelry:1, Appliances:6
AE64UFB76MUZT2F2V7TCAWRO6PEA	Video_Games:1, Software:1
AE64VFIFOFGP6G3VQTMJHZMEC2NQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE653D3HV5CC2P7FZZBZGUHDOOIA	Clothing_Shoes_and_Jewelry:1, Software:1
AE65AMAVNQONKK5ZXMC4SE623LXQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE65C7L4KL2Z4TXLFYETO6ITV5SA	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AE65PFWRWLW447IV5URJKRAN2CRA	Clothing_Shoes_and_Jewelry:1, Software:1
AE66NEKREMOLXRM52NZGPYRVU2SA	Video_Games:1, Software:1
AE67272HQ3APWZ2TW4MULAUPXPXQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE672FEUYC4E375E3JK4EE3ARAEQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE67GQEFLWDA6H57SDZAH62RZNXQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE67OBISMA5AJJ7BW76C2YZIJYVA	Clothing_Shoes_and_Jewelry:2, Software:3
AE67RWAECOS5JKVQTGSCSHXU2K5A	Clothing_Shoes_and_Jewelry:1, Software:1
AE6ADCUDEKYRR5RJCC22T7ICEA7Q	Clothing_Shoes_and_Jewelry:1, Software:1
AE6AEKB52OAMRUF5NK4AZVUSKEZQ	Clothing_Shoes_and_Jewelry:3, Video_Games:3
AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6BXUOEL6JPT46XRWLQVUBTGSUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6C4R7ROWT7PXJ2SASP5XBXCV7A	Video_Games:3, Software:2
AE6CHAOE2U5GBCM34AUGQGEJLYSA	Digital_Music:4
AE6CV65S2R2DCX2GU4SISZ3ZSBHA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6D6CNUTBDHMTPEWPHJHTQDPJZA	Video_Games:3, Software:4
AE6DSS3Y2A73F2O4Y6B3MVB56XRA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6EFDVGSR4LQYMGCIOV36IVNUXA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6EHYNNK7ONXQPR2IOK6SDYCJ4Q	Clothing_Shoes_and_Jewelry:1, Software:1
AE6EUY6K3PL7KUIHPXBCXMSBJ2DQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6EWN6ZH7EPHLAWDXYZGENFXYMQ	Video_Games:1, Software:1
AE6FGFMRZY36J6UTICMYALTT3STA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE6FHI3TZ2RTO2G54C2YHTUOWX5Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6FHLV437XHVUIL32LCLFUBEJCQ	Video_Games:4, Software:1
AE6FMR2REN23T4YPOE6UMMV7LMTA	Video_Games:1, Software:1
AE6G247MWULSLVDSLPJHRLEE7GYQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6GE5NCLQYIQYB3P5KOD3TSN5TA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6GUH3WUQWZX7OERPUBL5RVK3TA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6HPZLGAQM6IC2WRWQENHBTWWGA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6HR2E7SLL3AMHGXFAMXCXP26ZA	Clothing_Shoes_and_Jewelry:1, Video_Games:3
AE6HVLBRMN6MJCPTTM7SONWPXZGA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6I5KFJ2EJNRBBV7NWURRU2X6UQ_1	All_Beauty:16
AE6IJXHU2YY6H3QHWTEFTURRV62Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE6IRYPLC3PZDGKYPG5NWMGD6DOA	Video_Games:1
AE6JVYCSF7R7WYF7K75KRJTGLUYQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6JWRFQCZWJHXYYWBMYK33TEXWQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6K5GUNE7E6TXDE4XG7R3FU7LQQ	Clothing_Shoes_and_Jewelry:1, Digital_Music:4
AE6KOW3EFX4TD3CDQUO4YSFPRLNQ	Software:1
AE6LBAQVWBE4TKFDCF2TTANTHFQQ	Clothing_Shoes_and_Jewelry:1, Software:4
AE6LLWNRYDITXKGT3UAF4V7RXAPQ	Clothing_Shoes_and_Jewelry:1, Software:2
AE6LXWXB2YC44Q5US3FMXAMGQ6ZQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6LY2MLY7RVUNW36FEE64EVRPMQ	Video_Games:1, Software:1
AE6M6U5MUFHQVL3G3IPOXWTEMRXQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6MKCZJX2QWK4RXJWXZGWIKEYBQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6MZSJISBTCCYPUVGYW7RNCO6HA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6NA2J6LSQPKVTEMNUPQBWQCYMA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6O4MMGGUTDMGZ2RS5JN47UIWSQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6OCMSFXAJ2XNDSAPYPDJM3IWGQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6OYBC2GZYADCLXB6XARFVQKIQQ	Clothing_Shoes_and_Jewelry:2, Software:4
AE6P4P76MKLW3OZSXVMVUYHHJYTQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6PABJASTJS4JA2PHBBYYDB4UFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6PB2MMCDKNV2BFNF44SR23C6WA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6PBIYYLLBSHNPAV4LH7U7GRLPA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6PIIY7MY6OQJKTMSFRVKTXO36Q	Clothing_Shoes_and_Jewelry:1, Software:1
AE6PWX5NPM3P5D4ITOE7TU3RDZGQ	Clothing_Shoes_and_Jewelry:3, Software:4
AE6R4JVJ3R42A7RWTFZWN5CYZR5Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6RHG5E4YHCJIP46UAOJD644CKQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6RVLMA3EK3T5XKW3XZHJ3KN42A	Clothing_Shoes_and_Jewelry:1, Software:1
AE6S4BECTJKVANL5G2DG62EWEXBQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6SNXPWKAFVDVHDQMMQ2JUKR2YQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6TDCUOKCSCRL5ZHWKEL7QHOA3A	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:10
AE6TOQFJNHDN5TCNF5ECDOJJI6XQ	Video_Games:1, Software:1
AE6UAZEI7U6YAENNO3IMSH35HUGQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6UYDIEKNKC4YEXIWXF57Z5VOTQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE6UYKNESWKQSWGI7AITYDAHP2JA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6VNXQSKNT7IXCGZ7FA7UTXHWOA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6VPXTYY3EGWSR7SORC5TQCJ27Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6WMR7KGKZPIU6CV22LWSMVQH4A	Clothing_Shoes_and_Jewelry:1, Software:1
AE6WZ4VOMIAYVDAZGPVWYPGMY2OA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6WZEDJJS3DED3C4P3JVPGYLYZA	Clothing_Shoes_and_Jewelry:2, Video_Games:3
AE6XAEIE5KETTY7EY633FSZSWGOQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6XGUVF66ZE6BPQB2BT3KYFEXVQ	Clothing_Shoes_and_Jewelry:4, Software:4
AE6XRAZPVTDEOZBASPPT2DN6IZJA	Clothing_Shoes_and_Jewelry:1, Software:1
AE6YJVZYFQD7IBUFBOWKGRKAM3YQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6YLEEPJ47WLVVHEJ4CSBONBVBA	Clothing_Shoes_and_Jewelry:4, Video_Games:3, Software:4
AE6YQH2DEEVNVUFHKJW6MJH5FMKQ	Clothing_Shoes_and_Jewelry:3, Video_Games:4
AE6YTC7OWPGFOHUTZ2SFEQELDEMA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6Z6YWXXT2RBZNC2E2OT66IOWUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE6ZJFQIUW7I4OV3HCJSRLRL75EQ	Video_Games:1, Software:1
AE72LKSNRABROQNJ5X3KKKD3K2HQ	Clothing_Shoes_and_Jewelry:1, Software:1, Appliances:6
AE73S2YZFKUFAUUEZMNNL64VYJUA	Clothing_Shoes_and_Jewelry:1, Software:1
AE747CPTU3RCQNGPY4OYSSKJHKQQ	Clothing_Shoes_and_Jewelry:2, Video_Games:2
AE74EQVGJFVT5VGO2VYKZVF5PQJQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE74JWEWXTTLCDO5GN5P6NNWRYVQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE74RUM6NGKYZLT6NUDQC46LYOSQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE74WU24N2WG3CEN3J4NKVIYU3VQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE75IFTPLJUB67FFDOBFQ53ITOOQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE75OV55QG5EPSXNAQHEHFKAWUUA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE77BXH7TZSCOADUDRESKQ7Y6FMQ	Clothing_Shoes_and_Jewelry:3, Software:2
AE77KWRQEGAM22WQ72O4JELSQ6UA	Appliances:4
AE77OMWJE56T5Q6NKVDUVYJDAKIQ	Clothing_Shoes_and_Jewelry:2, Video_Games:1
AE77SDZYZFF46SXKSSIA6RPVKUKQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE77SSXHUWCV3QO5BJ46H7GJH7SA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7AEBIVP7HWCFHIKU7ESJMDTAXA	Video_Games:3, Software:4
AE7B6WCH6F5QG2CKZBRSJFDOT64Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE7BC3A3EW4G7AJSZLFRWPTR2TPA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7BD2DADC5LAMFTCCWDYVFULEIQ	Appliances:15
AE7BFF2KOTNIZGKCE4YCLPIYIISA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7BIINTAGJIHDXKHHTXCGRLNFFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE7CRAUD45W3ETTUQV5PFTYDLHTA	Video_Games:1
AE7CXZ5V3LGJCSGRUOXYXIJGSGUA	Video_Games:1
AE7D254P3VPB3SHF4CP3D3MFTFHA	Video_Games:1, Software:1
AE7E3JYJ2XYTAUW2F7K22CQPEFUA	Clothing_Shoes_and_Jewelry:3, Software:3
AE7EU26XGP7FMNVAHQXKJO7KOXHA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7F6FE3DVUEMI3AFJ3LUQ26VIPA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7FKUYU62JQAGPJ2UWRGPNOMVNA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7FOJHYKMBBANUF3PJ2M4X3FEEQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE7G6E2SQYUYRVMFXZX4UCM2AGDA	Software:1
AE7GBBQUAUDA3XWULDRVAIHP5UXA	Video_Games:1, Software:1
AE7GJY7DI2UCGKSCP6SJAKVUH47A	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7GMZ2BEF5WZ6U6TULVAYH7OFWA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7GVMHMFR7HK3IMKIF3ML27AK3A	Clothing_Shoes_and_Jewelry:1, Software:1
AE7HAGZHVMGWLMXWA4TSSTXAXARA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7HY4M7PDVNPXZLBAE6J3EFO33Q	Appliances:11
AE7IKTZWMSR5G6OOP7MHNQ4OREFQ	Clothing_Shoes_and_Jewelry:1, Software:1
AE7ILMK3ULSNJDIGZPKXWHT53UAQ	Software:1
AE7IRGN5QWIIIPASDW4WG5LD7HNA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7JAQDZFIAIPSHR6JKTE7RBPTHQ	Clothing_Shoes_and_Jewelry:3, Software:3
AE7JCNB2OXNONRUXIZERSTEPSOXA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7JYI6XVL333A6FA3CAHQODSPFA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7KGZS572OKBDGCIRZNIIBTSQUQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7LPDNEYTWGAWS6SQD7V7J3Z63Q	Clothing_Shoes_and_Jewelry:1, Software:1
AE7MAJA6BBXYILIRA7DKPCB5HOXA	Clothing_Shoes_and_Jewelry:2, Software:1
AE7O5ZASBZQZI37JHYANFMNNVJJA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7OBEU4UFZHADJDQCMAL436IYHA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7OIEJX5HPFE4YHWHM7GMHQRWJA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7P2KRTAKWMDBCU3MSWESSN6XJA	Clothing_Shoes_and_Jewelry:3, Video_Games:4
AE7P3G7DWP3VVFKOK2H2PPTK2TOA	All_Beauty:12, Clothing_Shoes_and_Jewelry:1
AE7P6IZSL524SIE5AAA65NZXVMLQ	Clothing_Shoes_and_Jewelry:4, Software:1
AE7Q6DBGPFFU4AFO7SDGX6QFMY7Q	Video_Games:1
AE7RCCCPIKCDHFLUIXVBGZLTX7JA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7SYVFSHXUHCLO5DHRL2ATRDJDA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7THG2JMAWS4KBZBTLETQABG5ZA	Clothing_Shoes_and_Jewelry:1, Software:4
AE7TTJIKFK5HNSAWGR67OJSC35SQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7U2TM5G7VVZGFBYMVQHFZ4EN5Q	Clothing_Shoes_and_Jewelry:1, Software:1
AE7U6JFVJ653KABKCGRMNINC7ACQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7U6SE3U5QZNQVTISRBCAQRNHLA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7UEOSQ3LKXR4B5HVJCIGWRG6FA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7UHU65ZWU7K2LKA6PNUTUIYVRA	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AE7UVKMXIU5EPJRW2B3L4D2YTKQQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7UVZFBP4QKUHGZZZNMBNQELLEQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7VCHG4GNB23Z3LWF4WULXGCHWQ	Clothing_Shoes_and_Jewelry:4, Video_Games:4
AE7WMCDI7BS67OO2CQW4ZVCBBULA	Video_Games:1, Software:1
AE7WX63GLSQU6HCG6YRFGQE6K6VA	Clothing_Shoes_and_Jewelry:1, Software:3
AE7WXJYTF2CVYXTGFILNOK4N2JQA	Clothing_Shoes_and_Jewelry:3, Software:4
AE7XFUHQPEP2SLRL2EPC65ABCAFQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7YDONXEFLYECOOKJG3KNVR4HKA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AE7YSGZNTR5XEKPZ7V2ELALTAP4A	Clothing_Shoes_and_Jewelry:1, Software:1
AE7YWMC3UDYJB37BCDYCZZXXQIIA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7YYSYFEWAYIUCAK4W33CHPP4JQ	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5, Video_Games:1
AE7Z6Z6NNZFEPHJZ34STERT5SETQ	Clothing_Shoes_and_Jewelry:1, Video_Games:3
AE7ZDNPHYHOI7Q55LZSO6J3JAGYA	Clothing_Shoes_and_Jewelry:3, Software:3
AE7ZI3B6JOSBAVMN7XCPLQLMEWPA	Clothing_Shoes_and_Jewelry:1, Software:1
AE7ZUMKMMX57IP3IM2EKJXCB7MNQ	Clothing_Shoes_and_Jewelry:3, Software:2
AE7ZWSFW5MEJ2FTJDF4ELBIMDKAQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA22RPWFOYY2CIVIYQUFEYOPLIA	Clothing_Shoes_and_Jewelry:1, Software:1
AEA2K333NWU7DXL5EEVVWMTLDXYA	Digital_Music:4
AEA2MA24WNQT4JM3R3RK6QTE45YA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA3JCZ5EN5YYLK2IDVUEYT6I4RA	Video_Games:1, Software:1
AEA3OZFF3UIFSENE4VR6XOHANM2Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA3WEG44WALCTYZAZSJWQHQIBEA	Clothing_Shoes_and_Jewelry:1, Software:1
AEA4LH4AJRBWYICM75PSUPJINWRQ	Clothing_Shoes_and_Jewelry:1, Software:1
AEA4PHIAP62SOTLNDBDECO52RCPA	Clothing_Shoes_and_Jewelry:3, Software:2
AEA4S24CV2P3OMFQBTOLNXNHVU2Q	Clothing_Shoes_and_Jewelry:3, Software:4
AEA4WW2KMOEYIKC6DWY5ILMT7WQQ	Clothing_Shoes_and_Jewelry:1, Software:1
AEA4YSZC6MTSZHUMXRHDJA5UHR5Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA5TBZQHI6HN55J4M6N5J6P4DKA	Clothing_Shoes_and_Jewelry:1, Software:1
AEA5VGTVGK35MVQ5X54IHTIKYRHQ	Clothing_Shoes_and_Jewelry:1, Software:1
AEA64TVHGKB3T5UHJGBBPAM5BBSQ	Clothing_Shoes_and_Jewelry:1, Software:1
AEA67EQDJU37VW6EU5GHHQHW4GQA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA6DWMUTPUTCJZFD45GXS2E7KOA	Clothing_Shoes_and_Jewelry:1, Software:1
AEA6ITNCVXCJTE56OAOVRIGKGLTQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA75CM2MZSOIFUSKFJYZQPFTJNQ	Clothing_Shoes_and_Jewelry:2, Software:4
AEA7XBFGWINMPYF7NZLCIZZ4MVVQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEA7XC72QYVLN37L2LKX3YKW7X5Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1, Software:1
AEAANRBX3MEOKWDZHJR57D4IKGJQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEAB55O5AEODOOI255KNLH22HLCQ	Clothing_Shoes_and_Jewelry:1, Software:1
AEABE5G4VPMIQLMDE5LC4EJCSZ2A	Clothing_Shoes_and_Jewelry:1, Software:1
AEABHQGSM36CACJ4AEKOWWEDXOBA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEABRGIGHXZ52XLK5MUN5IKDMHDQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEABXN5TJT74EPJDB3M6NTE2HUIA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEACE426QN5G3RPNIVARNDWROMCQ	Clothing_Shoes_and_Jewelry:2, Video_Games:4
AEACMLVMYPDHJFUDGZOFQMW7BF6Q	Clothing_Shoes_and_Jewelry:1, Software:1
AEACOH6TWN3ZUTWDCAIJ3JM52F4Q	Clothing_Shoes_and_Jewelry:2, Software:2
AEADKG7JOUD4PO4U3JZCJGSODADQ	Clothing_Shoes_and_Jewelry:2, Software:4
AEAE4QRORT25BKOGMYQZ2BL6E33A	Clothing_Shoes_and_Jewelry:3, Software:3
AEAE5G4JQVYVXMSUCKBNBV63NA7A	Video_Games:1, Software:1
AEAEB25YC6CS7TKQ7EK5GKHJOBAA	Clothing_Shoes_and_Jewelry:1, Health_and_Personal_Care:5
AEAEPXJFY4PNFJV7LZ3EQHJIV7KQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEAEQQJFXVVYI5W46TSIKCULAVIA	Clothing_Shoes_and_Jewelry:1, Software:1
AEAERIYQBAMPRZRNZW2FQ2W2YOPA	Clothing_Shoes_and_Jewelry:3, Software:1
AEAFAZRBPWTOS6UU2OCJCBDWMMXQ	Clothing_Shoes_and_Jewelry:4, Software:2
AEAFMXFN5Y3QI6WQ6K5NBUCJALEA	Clothing_Shoes_and_Jewelry:1, Software:1
AEAH3JNHWHPWQHDCORFKLIIFMF4Q	Clothing_Shoes_and_Jewelry:1, Software:1
AEAH43EDOGVNXKCKHENT22T6A55Q	Clothing_Shoes_and_Jewelry:4, Software:1
AEAHPLQ76SLUTI6BI3P3CSVT7OWQ	Digital_Music:4
AEAID7SYPS2YQNOKPJUECSRHAOYA	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEAILWO5FBPHTII5ZY732OYDDHSQ	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEAJDTF7PYAYD5ZNINHKUGLWDDEA	Clothing_Shoes_and_Jewelry:1, Software:1
AEAJOEXNNYVAVVE2VWES2WTKG66Q	Clothing_Shoes_and_Jewelry:1, Video_Games:1
AEAK7NSBRIWZC2MAETWSVNTKR2MQ	Clothing_Shoes_and_Jewelry:1, Video_Games:3
AEAL46HTTDN2OXOIJ3N5GG3OXSAQ	Clothing_Shoes_and_Jewelry:1, Software:1
